YEAR,MONTH,DAY,PERIOD,Name,1,2,3,4,5,6,7,8,9
2018,7,1,1,YARWUN_1,118,127.4123899,127.490169,128.3466155,133.0557873,145.9856952,163.7134172,175.8505764,180
2018,7,1,1,AGLSOM01,0,0,0,0,0,0,0,0,0
2018,7,1,1,AGLSOM02,0,0,0,0,0,0,0,0,0
2018,7,1,1,AGLSOM03,0,0,0,0,0,0,0,0,0
2018,7,1,1,AGLSOM04,0,0,0,0,0,0,0,0,0
2018,7,1,1,BDL01,0,0,27.27975455,37.16447328,38.95299732,39.11459378,39.12188459,39.12204885,3.91E+01
2018,7,1,1,BDL02,0,0,27.27975455,37.16447328,38.95299732,39.11459378,39.12188459,39.12204885,3.91E+01
2018,7,1,1,JLA01,0,0,0.000136458,0.006042361,0.133680895,1.511156441,8.934380952,28.91035218,55.75327617
2018,7,1,1,JLA02,0,0,0.000136458,0.006042361,0.133680895,1.511156441,8.934380952,28.91035218,55.75327617
2018,7,1,1,JLA03,0,0,0.000136458,0.006042361,0.133680895,1.511156441,8.934380952,28.91035218,55.75327617
2018,7,1,1,JLA04,0,0,0.000136458,0.006042361,0.133680895,1.511156441,8.934380952,28.91035218,55.75327617
2018,7,1,1,JLB01,0,0,0.198735497,2.103340107,11.21800752,32.99928918,58.99086708,74.47862208,79.08702989
2018,7,1,1,JLB02,0,0,0.198735497,2.103340107,11.21800752,32.99928918,58.99086708,74.47862208,79.08702989
2018,7,1,1,JLB03,0,0,0.198735497,2.103340107,11.21800752,32.99928918,58.99086708,74.47862208,79.08702989
2018,7,1,1,LNGS1,0,0,4.636837488,25.43842508,72.03754329,124.1648786,153.2827727,161.4047357,162.5360119
2018,7,1,1,LNGS2,0,0,4.636837488,25.43842508,72.03754329,124.1648786,153.2827727,161.4047357,162.5360119
2018,7,1,1,MORTLK11,0,0,14.04247408,65.00695306,157.3699798,240.9563245,278.7291194,287.2528461,288.2133222
2018,7,1,1,MORTLK12,0,99.01409056,108.4168469,142.5423559,204.3880838,260.3569982,285.6494348,291.356871,292
2018,7,1,1,NPS,0,0,5.26E-05,0.004102824,0.159943553,3.154203878,31.88216146,169.5164226,498.7885504
2018,7,1,1,VPGS1,0,0,0.513997615,3.875326734,14.85192023,32.75100126,47.32573056,53.25193828,54.45519932
2018,7,1,1,VPGS2,0,0,0.513997615,3.875326734,14.85192023,32.75100126,47.32573056,53.25193828,54.45519932
2018,7,1,1,VPGS3,0,0,0.513997615,3.875326734,14.85192023,32.75100126,47.32573056,53.25193828,54.45519932
2018,7,1,1,VPGS4,0,0,0.513997615,3.875326734,14.85192023,32.75100126,47.32573056,53.25193828,54.45519932
2018,7,1,1,VPGS5,0,0,0.513997615,3.875326734,14.85192023,32.75100126,47.32573056,53.25193828,54.45519932
2018,7,1,1,VPGS6,0,0,0.513997615,3.875326734,14.85192023,32.75100126,47.32573056,53.25193828,54.45519932
2018,7,1,1,AGLHAL01,0,0,0,0,0,0,0,0,0
2018,7,1,1,AGLHAL02,0,0,0,0,0,0,0,0,0
2018,7,1,1,AGLHAL03,0,0,0,0,0,0,0,0,0
2018,7,1,1,AGLHAL04,0,0,0,0,0,0,0,0,0
2018,7,1,1,AGLHAL05,0,0,0,0,0,0,0,0,0
2018,7,1,1,AGLHAL06,0,0,0,0,0,0,0,0,0
2018,7,1,1,AGLHAL07,0,0,0,0,0,0,0,0,0
2018,7,1,1,AGLHAL08,0,0,0,0,0,0,0,0,0
2018,7,1,1,AGLHAL09,0,0,0,0,0,0,0,0,0
2018,7,1,1,AGLHAL10,0,0,0,0,0,0,0,0,0
2018,7,1,1,AGLHAL11,0,0,0,0,0,0,0,0,0
2018,7,1,1,AGLHAL12,0,0,0,0,0,0,0,0,0
2018,7,1,1,Barker Inlet,0,0,0,0,0,0,0,0,0
2018,7,1,1,DRYCGT1,0,0,0,0,0,0,0,0,0
2018,7,1,1,DRYCGT2,0,0,0,0,0,0,0,0,0
2018,7,1,1,DRYCGT3,0,0,0,0,0,0,0,0,0
2018,7,1,1,LADBROK1,0,12.62570967,13.7564691,17.30601523,22.86995014,27.22504749,28.92728558,29.25952362,29.29190423
2018,7,1,1,LADBROK2,0,12.62570967,13.7564691,17.30601523,22.86995014,27.22504749,28.92728558,29.25952362,29.29190423
2018,7,1,1,MINTARO,0,0,0,0,0,0,0,0,0
2018,7,1,1,OSB-AG,0,137.8951674,1.38E+02,137.8965612,137.9331706,138.4223334,141.6861108,152.5602344,170.6517357
2018,7,1,1,PPCCGT,0,0,353.2801704,412.8602973,417.8778299,418.0888314,418.0932622,4.18E+02,4.18E+02
2018,7,1,1,QPS1,0,0,1.484848286,6.026479406,12.96310481,18.25353803,20.26837932,20.65155422,20.68794237
2018,7,1,1,QPS2,0,0,1.484848286,6.026479406,12.96310481,18.25353803,20.26837932,20.65155422,20.68794237
2018,7,1,1,QPS3,0,0,1.484848286,6.026479406,12.96310481,18.25353803,20.26837932,20.65155422,20.68794237
2018,7,1,1,QPS4,0,0,1.484848286,6.026479406,12.96310481,18.25353803,20.26837932,20.65155422,20.68794237
2018,7,1,1,QPS5,0,0,6.745191792,27.37637226,58.88724728,82.91999669,92.07277752,93.81341879,93.9787185
2018,7,1,1,TORRA1,0,0,12.13918681,43.13298413,82.64840322,107.8057598,115.8035504,117.0731935,117.1738403
2018,7,1,1,TORRA2,0,0,12.13918681,43.13298413,82.64840322,107.8057598,115.8035504,117.0731935,117.1738403
2018,7,1,1,TORRA3,0,0,12.13918681,43.13298413,82.64840322,107.8057598,115.8035504,117.0731935,117.1738403
2018,7,1,1,TORRA4,0,0,12.13918681,43.13298413,82.64840322,107.8057598,115.8035504,117.0731935,117.1738403
2018,7,1,1,TORRB1,0,0,101.7799213,140.2396412,147.4966346,148.1804108,148.2125828,148.2133387,1.48E+02
2018,7,1,1,TORRB2,0,0,101.7799213,140.2396412,147.4966346,148.1804108,148.2125828,148.2133387,1.48E+02
2018,7,1,1,TORRB3,0,0,101.7799213,140.2396412,147.4966346,148.1804108,148.2125828,148.2133387,1.48E+02
2018,7,1,1,TORRB4,0,0,101.7799213,140.2396412,147.4966346,148.1804108,148.2125828,148.2133387,1.48E+02
2018,7,1,1,BBTHREE1,0,0,0,0,0,0,0,0,0
2018,7,1,1,BBTHREE2,0,0,0,0,0,0,0,0,0
2018,7,1,1,BBTHREE3,0,0,0,0,0,0,0,0,0
2018,7,1,1,TVCC201,0,0,0,0,0,0,0,0,0
2018,7,1,1,TVPP104,0,0,0,0,0,0,0,0,0
2018,7,1,1,HVGTS1,0,0,0,0,0,0,0,0,0
2018,7,1,1,HVGTS2,0,0,0,0,0,0,0,0,0
2018,7,1,1,MACKAYGT,0,0,0,0,0,0,0,0,0
2018,7,1,1,MSTUART1,0,0,0,0,0,0,0,0,0
2018,7,1,1,MSTUART2,0,0,0,0,0,0,0,0,0
2018,7,1,1,MSTUART3,0,0,0,0,0,0,0,0,0
2018,7,1,1,ANGAS1,0,0,0,0,0,0,0,0,0
2018,7,1,1,ANGAS2,0,0,0,0,0,0,0,0,0
2018,7,1,1,LONSDALE,0,0,0,0,0,0,0,0,0
2018,7,1,1,POR01,0,0,0,0,0,0,0,0,0
2018,7,1,1,POR03,0,0,0,0,0,0,0,0,0
2018,7,1,1,PTSTAN1,0,0,0,0,0,0,0,0,0
2018,7,1,1,SATGN1,0,0,0,0,0,0,0,0,0
2018,7,1,1,SATGS1,0,0,0,0,0,0,0,0,0
2018,7,1,1,SNUG1,0,0,0,0,0,0,0,0,0
2018,7,1,1,SNUG2,0,0,0,0,0,0,0,0,0
2018,7,1,1,SNUG3,0,0,0,0,0,0,0,0,0
2018,7,1,1,BOCORWF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,BODWF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,CAPTL_WF,0,1,1,1,1,1,1,1,1
2018,7,1,1,CROOKWF2,0,1,1,1,1,1,1,1,1
2018,7,1,1,CULLRGWF,0,1,1,1,1,1,1,1,1
2018,7,1,1,GULLRWF1,0,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27
2018,7,1,1,GUNNING1,0,1,1,1,1,1,1,1,1
2018,7,1,1,SAPHWF1,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
2018,7,1,1,STWF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,TARALGA1,0,1,1,1,1,1,1,1,1
2018,7,1,1,WOODLWN1,0,1,1,1,1,1,1,1,1
2018,7,1,1,WRWF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,Coopers Gap WF,0,1,1,1,1,1,1,1,1
2018,7,1,1,Kennedy Energy Park Wind,0,1,1,1,1,1,1,1,1
2018,7,1,1,MEWF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,ARWF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,BALDHWF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,BULGANAWF,0,1,1,1,1,1,1,1,1
2018,7,1,1,CHALLHWF,0,1,1,1,1,1,1,1,1
2018,7,1,1,CROWLWF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,KIATAWF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,MACARTH1,0,1,1,1,1,1,1,1,1
2018,7,1,1,MERCER01,0,1,1,1,1,1,1,1,1
2018,7,1,1,MLWF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,Moorabool WF,0,1,1,1,1,1,1,1,1
2018,7,1,1,MTGELWF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,MUWAWF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,OAKLAND1,0,1,1,1,1,1,1,1,1
2018,7,1,1,Portland 2,0,1,1,1,1,1,1,1,1
2018,7,1,1,Portland 3,0,1,1,1,1,1,1,1,1
2018,7,1,1,Portland 4,0,1,1,1,1,1,1,1,1
2018,7,1,1,SALTCRK1,0,1,1,1,1,1,1,1,1
2018,7,1,1,Stockyard Hill WF,0,1,1,1,1,1,1,1,1
2018,7,1,1,WAUBRAWF,0,1,1,1,1,1,1,1,1
2018,7,1,1,YAMBUKWF,0,1,1,1,1,1,1,1,1
2018,7,1,1,BLUFF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,CATHROCK,0,1,1,1,1,1,1,1,1
2018,7,1,1,CLEMGPWF,0,1,1,1,1,1,1,1,1
2018,7,1,1,CNUNDAWF,0,1,1,1,1,1,1,1,1
2018,7,1,1,HALLWF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,HALLWF2,0,1,1,1,1,1,1,1,1
2018,7,1,1,HDWF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,HDWF2,0,1,1,1,1,1,1,1,1
2018,7,1,1,HDWF3,0,1,1,1,1,1,1,1,1
2018,7,1,1,LGAPWF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,LKBONNY1,0,1,1,1,1,1,1,1,1
2018,7,1,1,LKBONNY2,0,1,1,1,1,1,1,1,1
2018,7,1,1,LKBONNY3,0,1,1,1,1,1,1,1,1
2018,7,1,1,MTMILLAR,0,1,1,1,1,1,1,1,1
2018,7,1,1,NBHWF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,SNOWNTH1,0,1,1,1,1,1,1,1,1
2018,7,1,1,SNOWSTH1,0,1,1,1,1,1,1,1,1
2018,7,1,1,SNOWTWN1,0,1,1,1,1,1,1,1,1
2018,7,1,1,STARHLWF,0,1,1,1,1,1,1,1,1
2018,7,1,1,WATERLWF,0,1,1,1,1,1,1,1,1
2018,7,1,1,WGWF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,WPWF,0,1,1,1,1,1,1,1,1
2018,7,1,1,MUSSELR1,0,1,1,1,1,1,1,1,1
2018,7,1,1,WOOLNTH1,0,1,1,1,1,1,1,1,1
2018,7,1,1,BERYLSF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,BROKENH1,0,1,1,1,1,1,1,1,1
2018,7,1,1,COLEASF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,GRIFSF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,MANSLR1,0,1,1,1,1,1,1,1,1
2018,7,1,1,MOREESF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,NYNGAN1,0,1,1,1,1,1,1,1,1
2018,7,1,1,PARSF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,CHILDSF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,CLARESF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,CSPVPS1,0,1,1,1,1,1,1,1,1
2018,7,1,1,DAYDSF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,DDSF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,EMERASF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,HAMISF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,HAYMSF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,Kennedy Energy Park Solar,0,1,1,1,1,1,1,1,1
2018,7,1,1,KSP1,0,1,1,1,1,1,1,1,1
2018,7,1,1,LILYSF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,OAKEY1SF,0,1,1,1,1,1,1,1,1
2018,7,1,1,RRSF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,Rugby Run Solar Farm,0,1,1,1,1,1,1,1,1
2018,7,1,1,SMCSF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,SRSF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,Teebar Solar,0,1,1,1,1,1,1,1,1
2018,7,1,1,WHITSF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,BANN1,0,1,1,1,1,1,1,1,1
2018,7,1,1,GANNSF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,KARSF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,NUMURSF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,WEMENSF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,Yatpool Solar,0,1,1,1,1,1,1,1,1
2018,7,1,1,BNGSF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,TBSF1,0,1,1,1,1,1,1,1,1
2018,7,1,1,REZSCSTQ_Barcaldine,0,1,1,1,1,1,1,1,1
2018,7,1,1,REZSCSTQ_Darling Downs,0,1,1,1,1,1,1,1,1
2018,7,1,1,REZSCSTQ_Fitzroy,0,1,1,1,1,1,1,1,1
2018,7,1,1,REZSCSTQ_Isaac,0,1,1,1,1,1,1,1,1
2018,7,1,1,REZSCSTQ_North QLD Clean Energy Hub,0,1,1,1,1,1,1,1,1
2018,7,1,1,REZSCSTQ_Northern QLD,0,1,1,1,1,1,1,1,1
2018,7,1,1,REZSSATQ_Barcaldine,0,1,1,1,1,1,1,1,1
2018,7,1,1,REZSSATQ_Darling Downs,0,1,1,1,1,1,1,1,1
2018,7,1,1,REZSSATQ_Fitzroy,0,1,1,1,1,1,1,1,1
2018,7,1,1,REZSSATQ_Isaac,0,1,1,1,1,1,1,1,1
2018,7,1,1,REZSSATQ_North QLD Clean Energy Hub,0,1,1,1,1,1,1,1,1
2018,7,1,1,REZSSATQ_Northern QLD,0,1,1,1,1,1,1,1,1
2018,7,1,1,REZSCSTN_Broken Hill,0,1,1,1,1,1,1,1,1
2018,7,1,1,REZSCSTN_Central NSW Tablelands,0,1,1,1,1,1,1,1,1
2018,7,1,1,REZSCSTN_Central West NSW,0,1,1,1,1,1,1,1,1
2018,7,1,1,REZSCSTN_Murray River,0,1,1,1,1,1,1,1,1
2018,7,1,1,REZSCSTN_North West New South Wales,0,1,1,1,1,1,1,1,1
2018,7,1,1,REZSCSTN_Northern NSW Tablelands,0,1,1,1,1,1,1,1,1
2018,7,1,1,REZSCSTN_Riverland,0,1,1,1,1,1,1,1,1
2018,7,1,1,REZSCSTN_Southern NSW Tablelands,0,1,1,1,1,1,1,1,1
