Date,QLD,NSW,VIC,SA,TAS
22/09/2018,53.99,58.96,45.45,45.7,21.28
22/09/2018,57.86,62.99,53,51.62,32.61
22/09/2018,61.09,65.39,60.34,57.9,41.75
22/09/2018,60.16,64.41,58.8,56.13,41.97
22/09/2018,56.5,61.76,58.5,56.92,49.48
22/09/2018,61.78,66.7,66.25,66.62,45.23
22/09/2018,63.18,67.18,70.31,73.97,59.93
22/09/2018,86.13,94.64,99.71,104.74,34.65
22/09/2018,112.94,122.01,130.72,134.59,6.38
22/09/2018,114.59,122.17,131.99,130.1,7.4
22/09/2018,102.14,109.45,118.61,118.37,7.42
22/09/2018,91.29,97.14,105.34,107.62,7.41
22/09/2018,97.45,103.01,110.56,110.9,7.44
22/09/2018,85.92,92.47,98.23,100.62,7.43
22/09/2018,74.31,80.38,84.61,84.63,7.43
22/09/2018,64.21,69.77,73.04,72.37,9.27
22/09/2018,64.17,69.75,72.2,72.61,7.42
22/09/2018,66.12,73.43,76.42,79.47,3.56
22/09/2018,67.42,77.79,82.73,84.53,8.38
22/09/2018,59.17,67.73,107.3,115.39,22.21
23/09/2018,61.96,66.93,70.93,77.27,18.57
23/09/2018,54.38,58.02,60.42,66.79,10.17
23/09/2018,54.03,58.03,59,64.85,-0.61
23/09/2018,61.95,67.04,67.11,73.88,10.06
23/09/2018,58.84,63.89,62.08,68.29,-0.5
23/09/2018,63.74,70,67.59,74.13,0.53
23/09/2018,73.53,82.73,79.07,87.45,-0.56
23/09/2018,63.59,71.26,67.34,74.56,1.33
23/09/2018,60.75,67.86,65.07,73.47,9.88
23/09/2018,53.84,58.95,56.9,64.91,9.37
23/09/2018,46.77,50.39,48.09,54.85,8.91
23/09/2018,53.97,58.06,55.28,62.81,9.28
23/09/2018,55.13,59.16,55.73,63.57,9.77
23/09/2018,49.95,54.96,52.64,60.91,6.43
23/09/2018,51.12,57.61,55.17,62.92,11.06
23/09/2018,51.54,59.18,59.08,65.09,19.91
23/09/2018,51.48,60.02,60.78,65.84,34.87
23/09/2018,53.37,61.92,63.73,68.4,45.23
23/09/2018,50.4,56.93,59.55,64.33,42.6
23/09/2018,47.21,54.08,57.38,62.43,45.23
23/09/2018,57.31,66.09,84.06,89.66,39.97
23/09/2018,51.36,59.37,83.03,87.78,73.53
23/09/2018,53.65,61.51,65.26,68.18,57.13
23/09/2018,52.75,60.01,62.94,66.07,48.56
23/09/2018,41.75,47.65,48.96,51.61,29.33
23/09/2018,49.32,55.69,56.19,58.63,15.25
23/09/2018,44.59,49.8,49.21,51.22,6.07
23/09/2018,47.42,52.1,50.8,51.91,7.32
23/09/2018,50.11,54.74,54.5,56.32,510.57
23/09/2018,52.8,57.41,56.77,58.84,23.32
23/09/2018,52.35,58.11,58.05,59.68,3.96
23/09/2018,59.73,64.86,66.89,68.97,44.01
23/09/2018,60.28,65.38,71.55,72.99,50.43
23/09/2018,75.16,82.95,136.12,132.83,95.45
23/09/2018,82.89,90.35,108.69,106.57,755.65
23/09/2018,106.24,114.24,127.06,124.29,20.93
23/09/2018,130.05,138.17,156.73,154.65,845.5
23/09/2018,126.98,133.4,153.03,151.5,111.54
23/09/2018,107.67,117.2,135.05,131.87,123.76
23/09/2018,95.34,104.01,118.11,113.51,107.09
23/09/2018,95.87,105.6,125.76,118.85,869.56
23/09/2018,84.73,92.93,104.49,97.98,64.38
23/09/2018,67.44,73.68,82.61,78.88,106.38
23/09/2018,65.96,72.12,81.01,78.95,74.71
23/09/2018,66.41,72.95,79.68,77.92,103.52
23/09/2018,59.47,64,67.97,66.41,202.77
23/09/2018,60.48,67.67,73.85,70.53,318.02
23/09/2018,60.96,76.71,88.9,88.37,177.31
24/09/2018,59.94,67.22,73.66,75.57,99.48
24/09/2018,54.37,60.69,65.05,66.47,59.89
24/09/2018,52.99,58.84,62,61.56,128.13
24/09/2018,57.84,63.56,64.58,62.46,58.67
24/09/2018,48.34,53.14,52.84,50.9,48.33
24/09/2018,47.12,51.89,51.08,50.49,46.8
24/09/2018,55.15,60.44,59.1,58.02,54.24
24/09/2018,50.73,55.68,53.93,52.64,49.46
24/09/2018,49.67,53.49,52,50.19,37.65
24/09/2018,45.87,48.48,47.03,44.89,40.58
24/09/2018,57.76,59.46,58.69,55.38,77.55
24/09/2018,61.16,64.15,80.52,75.1,1901.77
24/09/2018,75.5,78.47,116.81,107.36,2482.09
24/09/2018,75.51,81.27,90.15,84.51,2884.72
24/09/2018,72.86,80.19,86.58,82.22,1567.69
24/09/2018,66.67,76.81,83.71,78.57,2003.92
24/09/2018,70.03,82.24,89.09,82.16,591.53
24/09/2018,64.54,82.89,91.08,83.5,1126.98
24/09/2018,62.03,73.33,87.87,79.17,1726.69
24/09/2018,61.52,73.92,101.3,91.76,1916.22
24/09/2018,67.84,81.41,88.37,82.73,76.23
24/09/2018,81.83,97.12,106.31,101.22,99.84
24/09/2018,85.54,101.06,109.88,106.15,103.3
24/09/2018,85.57,99.92,109.06,106.12,2501.16
24/09/2018,76.75,87.99,96.88,93.75,83.59
24/09/2018,88,101.6,110.08,106.78,105.64
24/09/2018,87.79,101.14,107.88,103.76,101.43
24/09/2018,78.39,87.57,92.84,88.52,86.88
24/09/2018,75.57,80.31,84.3,80.47,79.69
24/09/2018,65.5,71.31,75.7,73.7,72.14
24/09/2018,72.78,80.68,84.65,82.97,79.02
24/09/2018,77,84.39,86.72,84.09,80.75
24/09/2018,67.54,73.29,75.82,74.2,71.28
24/09/2018,87.31,94.8,97.76,93.61,91.24
24/09/2018,99.91,111.32,116.59,111.23,110.11
24/09/2018,107.21,121.62,124.97,117.57,119.33
24/09/2018,104.14,119.59,122.6,110.96,116.75
24/09/2018,112.77,132.07,139.94,126.6,133.94
24/09/2018,97.49,112.47,121.39,111.79,116.58
24/09/2018,105.96,122.03,129.98,114.94,124.37
24/09/2018,94.81,110.8,116.22,101.86,111.12
24/09/2018,81.88,101.46,108.83,97.22,107.35
24/09/2018,81.97,97.87,112.33,101.99,135.37
24/09/2018,71.2,81.04,104.23,96.16,104.99
24/09/2018,73.1,84.14,92.41,85.35,89.59
24/09/2018,68.52,76.87,89.71,84.27,116.74
24/09/2018,63.58,71.33,123.24,110.43,117.05
24/09/2018,60.72,69.2,128.32,118.83,121.07
25/09/2018,63.96,71.96,127.95,118.47,120.17
25/09/2018,65.09,73.94,98.36,93.55,92.03
25/09/2018,65.57,74.85,91.38,86.8,114.89
25/09/2018,58.65,66.86,102.65,96.26,158.68
25/09/2018,58.03,65.9,71.71,71.45,584.74
25/09/2018,55.78,63.3,66.4,66.73,63.32
25/09/2018,60.87,69.3,76.2,77.4,80.64
25/09/2018,59.09,67.55,74.7,77.76,72.57
25/09/2018,57.75,65.34,70.7,74.43,68.56
25/09/2018,57.79,65.13,72.62,75.96,80.32
25/09/2018,63.64,69.78,76.35,80.57,362.06
25/09/2018,63.95,67.92,87.52,91.61,86.64
25/09/2018,84.43,92.61,109.84,112.17,107.86
25/09/2018,103.26,114.59,120.78,123.38,125.43
25/09/2018,99.88,112.48,123.49,127.6,118.94
25/09/2018,83.28,95.32,158.98,161.43,153.41
25/09/2018,82.58,92.34,151.33,152.87,144.68
25/09/2018,84.85,96.39,139.07,138.31,2509.05
25/09/2018,69.23,80.4,114.72,113.85,108.44
25/09/2018,60.82,70.79,118.23,116.71,112.66
25/09/2018,78.05,89.15,139.7,138.28,2266.33
25/09/2018,-129.85,106.43,114.54,111.86,106.7
25/09/2018,71.24,113.58,122.43,116.34,116.18
25/09/2018,54.85,115.42,124.46,118.14,119.27
25/09/2018,62.22,106.45,114.53,109.46,111.38
25/09/2018,80.24,87.89,109.22,107.31,107.62
25/09/2018,81.71,89.2,110.93,110.42,108.41
25/09/2018,78.82,87.15,108.27,107.78,104.03
25/09/2018,76.26,80.34,87.73,86.26,2480.41
25/09/2018,79.64,85.24,92.18,91.18,81.27
25/09/2018,94.96,102.98,112.37,113.62,105.13
25/09/2018,88.65,94.81,105.02,107.83,97.39
25/09/2018,79.93,87.6,121.55,124.01,113.06
25/09/2018,113.99,125.21,140.57,141.37,131.1
25/09/2018,109.55,122.74,131.58,130,122.97
25/09/2018,121.76,135.2,144.35,141.96,67.46
25/09/2018,156.31,175.89,189.89,183.61,144.85
25/09/2018,149.22,168.29,189.29,184.02,161.65
25/09/2018,103.61,116.51,130.63,128.96,119.92
25/09/2018,110.9,124.68,137.6,134.68,109.53
25/09/2018,100.76,113.38,124.9,122.59,115.63
25/09/2018,103.65,116.66,155.12,149.09,142.49
25/09/2018,101.95,114.88,124.37,125.3,115.52
25/09/2018,87.58,96.41,125.85,132.11,117.2
25/09/2018,91.76,102.12,111.34,115.34,102.64
25/09/2018,65.63,72.14,95.95,99.82,113.96
25/09/2018,61.85,69.19,119.02,118.26,108.05
25/09/2018,60.67,69.1,141.56,140.41,118.9
26/09/2018,65.22,72.97,116.85,116.5,136.21
26/09/2018,67.04,77.47,150.46,143.69,171.27
26/09/2018,-308.31,106.08,118.72,110.74,142.13
26/09/2018,47.79,100.28,103.98,100.57,118.33
26/09/2018,44.27,90.78,93.31,89.26,112.55
26/09/2018,67.52,80.67,83.32,79.66,120.1
26/09/2018,66.22,75.2,79.05,76.74,116.91
26/09/2018,66.34,75.11,79.34,78.7,90.26
26/09/2018,64.13,71.36,75.33,76.14,139.1
26/09/2018,61.38,67.07,70.64,72.93,107.2
26/09/2018,63.73,67.5,72.01,74.51,103.67
26/09/2018,67.19,70.1,91.45,92.98,89.69
26/09/2018,98.19,104.24,111.61,112.29,112.11
26/09/2018,105.09,113.95,120.84,121.34,96.97
26/09/2018,92.11,102.24,107,108.76,301.67
26/09/2018,95.81,112.4,121.32,119.84,335.74
26/09/2018,92.63,122.01,131.72,130.52,45.18
26/09/2018,93.46,111.44,118.48,119.12,45.14
26/09/2018,92.47,108.75,113.88,118.82,43.04
26/09/2018,80.61,95.25,99.15,104.27,47.61
26/09/2018,95.78,110.31,114.25,115.89,75.51
26/09/2018,103.47,121.27,128.08,127.89,145.44
26/09/2018,85.5,98.55,114.89,115.17,141.69
26/09/2018,88.46,99.46,112.28,112.48,109.77
26/09/2018,73.43,81.44,114.85,116.26,110.53
26/09/2018,75.66,86,107.61,107.81,130.95
26/09/2018,-307.43,116.31,122.33,120.02,116.94
26/09/2018,20.51,127.72,128.67,128.03,122.98
26/09/2018,97.24,117.34,120.09,120.63,115.09
26/09/2018,102.92,116.89,123.82,126.54,119.1
26/09/2018,102.12,116.25,123.89,131.23,116.32
26/09/2018,110.48,123.17,130.09,137.14,121.86
26/09/2018,101.01,114.28,122.44,129.35,115.37
26/09/2018,92.98,107.48,113.16,119.48,32.87
26/09/2018,95.62,114.37,119.84,130.44,53.02
26/09/2018,102.26,120.8,127.17,137.38,72.77
26/09/2018,119.12,139.5,144.6,154.56,126.46
26/09/2018,171.75,198.01,212.3,228.98,194.44
26/09/2018,162.93,200.46,218.03,242.8,184.57
26/09/2018,103.83,123.4,133.15,147.62,114.14
26/09/2018,103.25,121.3,131.42,145.46,112.47
26/09/2018,104.53,140.74,152.6,164.1,91.92
26/09/2018,104.62,127.21,135.39,140.97,38.91
26/09/2018,99.19,119.52,125.29,133.36,32.65
26/09/2018,93.26,109.79,113.86,121.63,36.83
26/09/2018,81.67,92.39,95.5,96.94,85.98
26/09/2018,79.88,93.14,117.16,113.06,99.87
26/09/2018,67.19,78.09,125.12,126.12,112.71
27/09/2018,78.28,88.69,92.98,93.32,86.18
27/09/2018,75.34,85.84,110.91,110.55,168.95
27/09/2018,67.57,76.4,88.3,87.3,84.86
27/09/2018,52.58,59.38,61.1,60.59,61.24
27/09/2018,53.85,61.07,61.9,65.28,60.47
27/09/2018,58.7,66.55,66.41,72.24,67.45
27/09/2018,61.2,68.11,67.41,74.42,68.16
27/09/2018,65.51,70.71,69.23,78.74,66.97
27/09/2018,60.87,67.18,67.05,77.22,66.08
27/09/2018,59.81,65.62,66.65,76.99,67.79
27/09/2018,84.99,94.22,97.78,111.59,91.59
27/09/2018,87.22,97.69,102.86,116.71,61.31
27/09/2018,95.44,105.01,106.2,119.32,103.6
27/09/2018,114.97,129.3,130.83,147.38,66.44
27/09/2018,111.25,126.68,132.18,149.57,59.49
27/09/2018,108.89,125.76,136.19,155.17,94.6
27/09/2018,103.45,120.03,129.69,145.36,84.79
27/09/2018,77.08,89.08,96.56,108.77,80.28
27/09/2018,63.74,72.54,78.38,87.98,71.06
27/09/2018,66.17,74.54,78.99,87.27,72.84
27/09/2018,67,73.59,77.25,84.09,72.46
27/09/2018,62.79,68.02,70.18,75.88,66.72
27/09/2018,66.09,70.65,72.03,77.08,69.91
27/09/2018,63.49,67.52,70.03,73.89,134.23
27/09/2018,62.81,67.19,69.1,70.7,66.32
27/09/2018,65.47,69.88,71.36,71.62,67.72
27/09/2018,64.28,67.81,69.15,70.15,58.01
27/09/2018,66.49,70.06,71.36,70.7,47.8
27/09/2018,70.79,74.95,78.05,76.3,55.12
27/09/2018,68.9,71.78,74.85,72.03,70.2
27/09/2018,64.53,66.89,68.8,62.81,62.7
27/09/2018,73.79,76.58,79.71,72.41,60.65
27/09/2018,98.19,101.85,107.74,98.53,46.84
27/09/2018,77.49,77.68,77.77,73.05,70.35
27/09/2018,89.03,90.62,88.91,86.33,35.82
27/09/2018,116.76,121.66,117,121.02,43.11
27/09/2018,125.82,131.69,128.71,135.41,32.63
27/09/2018,171.82,180.7,175.33,183.68,32.63
27/09/2018,154.83,163.3,162.23,171.65,32.63
27/09/2018,130.72,139.54,139.26,150,32.65
27/09/2018,131.69,140.53,141.38,151.2,45.26
27/09/2018,125.28,135.49,138.11,151.22,45.26
27/09/2018,112.85,123.16,127.68,142.75,50.38
27/09/2018,97.08,108.58,117.1,130.19,45.26
27/09/2018,105.41,117.84,125.01,138.09,45.26
27/09/2018,81.97,89.96,94.49,104.01,73.2
27/09/2018,68.34,76.71,81.86,87.33,70.49
27/09/2018,67.01,76.7,106.15,115.86,45.93
28/09/2018,76.01,84.87,90.32,98.53,84.98
28/09/2018,65.94,72.48,96.56,104.23,138.92
28/09/2018,60.11,66.23,146.8,153.69,148.97
28/09/2018,62.79,69.55,108.47,111.76,106.7
28/09/2018,60.67,67.08,97.32,108.09,78.25
28/09/2018,67.97,77.22,91.78,100.65,82.66
28/09/2018,64.11,72.04,75.72,82.58,66.61
28/09/2018,63.01,72.06,75.19,82.09,48.27
28/09/2018,67.14,76.86,79.28,87.04,47.16
28/09/2018,60.36,66.86,69.83,76.6,35.63
28/09/2018,62.29,67.76,68.43,74.38,-0.82
28/09/2018,66.21,70.66,71.45,77.09,10.65
28/09/2018,65.55,68.13,68.05,73.98,10.65
28/09/2018,84.77,91.94,92.48,101.98,36.92
28/09/2018,69.89,77.22,77.01,85.37,71.18
28/09/2018,62.87,70.18,71.44,79.41,66.53
28/09/2018,66.42,75.9,79.09,89.58,73.91
28/09/2018,69.26,78.59,82.99,91.98,79.1
28/09/2018,61.08,67.05,68.47,71.34,66.1
28/09/2018,65.11,73.64,76.48,75.12,93.68
28/09/2018,61.33,70.53,99.63,99.63,102.96
28/09/2018,54.12,63.25,67.71,65.92,70.5
28/09/2018,51.54,59.03,61.78,58.58,62.9
28/09/2018,53.58,60.14,61.1,55.5,59.42
28/09/2018,52.21,58.43,58.11,54.31,56.11
28/09/2018,55.23,61.97,60.16,54.29,58.18
28/09/2018,52.6,58.66,56.23,46.38,55.29
28/09/2018,52.85,58.96,55.84,-87.78,52.96
28/09/2018,59.72,63.57,59.53,-43.68,55.8
28/09/2018,53.57,55.76,52.39,28.22,45.2
28/09/2018,57.47,60.16,58.58,-20.75,41.07
28/09/2018,69.13,71.99,72.08,62.47,88.23
28/09/2018,67.23,69.09,68,59.54,93.75
28/09/2018,90.53,92.95,94.98,83.63,90.1
28/09/2018,79.69,82.67,85.2,79.84,63.81
28/09/2018,109.61,116.03,125.15,120.96,28.88
28/09/2018,113.74,119.32,133.31,135.29,15.38
28/09/2018,120.49,124.34,138.42,145.37,7.97
28/09/2018,119.77,123.87,140.42,150.46,3.33
28/09/2018,138.35,145.2,158.87,176.7,10.51
28/09/2018,95.16,99.68,128.5,140.73,2.48
28/09/2018,74.44,78.52,106.19,117.19,11.24
28/09/2018,75.23,79.49,85.42,92.41,57.92
28/09/2018,64.38,67.26,105.62,112.96,96.61
28/09/2018,67.13,69.59,100.84,108.17,148.38
28/09/2018,75.8,76.19,94.51,99.93,90.18
28/09/2018,67.48,68.87,119.06,120.94,112.67
28/09/2018,60.32,61.18,127.74,134.46,120.03
29/09/2018,75.02,76.93,96.88,102.95,91.55
29/09/2018,60.36,61.19,102.08,109.81,99.24
29/09/2018,62.33,64.1,68.6,73.77,116.14
29/09/2018,61.45,63.55,66.13,70.13,86.31
29/09/2018,59.56,62.34,64.8,69.1,161.55
29/09/2018,54.75,56.64,57.45,60.97,87.22
29/09/2018,54.08,59.67,61.13,66.04,159.29
29/09/2018,53.47,55.17,55.64,61.7,126.56
29/09/2018,58.58,60.41,61.29,68.62,58.16
29/09/2018,62.49,65.76,67.14,75.4,63.82
29/09/2018,64.92,66.59,69.55,78.04,66.16
29/09/2018,59.34,60.48,64.68,73.85,61.62
29/09/2018,60.95,61.75,100.71,112.85,96.53
29/09/2018,56.29,58.87,70.62,81.38,67.98
29/09/2018,57.4,61.31,92.22,106.73,88.6
29/09/2018,58.11,62.76,104,117.19,100.53
29/09/2018,61.54,67.92,74.44,82.89,70.75
29/09/2018,56.6,60.31,64.91,70.93,61.38
29/09/2018,55.1,59.63,63.77,67.92,151.45
29/09/2018,55.4,60.34,61.61,65.95,53.65
29/09/2018,58.57,63.82,65.1,68.09,131.6
29/09/2018,59.89,64.54,67.17,71.06,68.75
29/09/2018,56.64,60.75,62.4,66.11,127.35
29/09/2018,60.08,64.03,65.6,70.48,63.46
29/09/2018,58.83,64.06,65.37,69.33,97.19
29/09/2018,53.58,58.35,59.15,63.51,133.25
29/09/2018,56.58,61.21,61.71,65.62,68.13
29/09/2018,57.06,60.82,60.71,64.4,70.43
29/09/2018,59.18,61.83,62.16,65.88,81.04
29/09/2018,59.44,60.11,60.27,63.43,82.55
29/09/2018,60.53,60.39,61.09,63.8,64.61
29/09/2018,61.62,61.06,63.9,67.63,105.61
29/09/2018,61.49,61.31,65.48,69.52,79.52
29/09/2018,66.58,67.02,73.18,76.48,82.77
29/09/2018,75.23,77.69,87.1,92.07,101.4
29/09/2018,95.84,101.44,121.95,126.26,116.15
29/09/2018,111.21,115.67,124.32,129.46,21.62
29/09/2018,126.61,131.16,141.66,147.85,11.61
29/09/2018,109.17,113.69,135.73,140.56,11.62
29/09/2018,91.94,96.3,128.72,128.44,23.63
29/09/2018,93.57,97.32,119.62,117.3,35.63
29/09/2018,84.91,88.99,139.73,135.05,28.13
29/09/2018,81.04,84.95,104.8,100.55,43.07
29/09/2018,67.21,71.05,127.14,122.41,177.13
29/09/2018,75.34,80.08,86.36,84.46,89
29/09/2018,76.18,81.63,87.5,85.3,122.96
29/09/2018,84.61,94.78,130.53,123.96,88.84
29/09/2018,67.3,76.3,124.13,122.23,92.1
30/09/2018,24.28,27.16,268.64,249.97,2843.63
30/09/2018,67.64,74.56,84.26,82.38,67.38
30/09/2018,58.24,62.59,79.41,76.85,73.96
30/09/2018,55.43,60.26,81.38,79.21,213.02
30/09/2018,57.77,62.49,67,65.59,127.21
30/09/2018,56.56,62.16,65.78,63.69,62.46
30/09/2018,19.06,78.8,82.25,77.72,91.9
30/09/2018,40.72,79.05,81.71,75.38,79.07
30/09/2018,51.02,73.49,76.53,69.89,76.16
30/09/2018,55.88,60.98,63.12,58.32,83.78
30/09/2018,55.48,60.5,62.82,58.32,74.86
30/09/2018,56.52,62.23,65.09,60.62,65.49
30/09/2018,60.41,67.94,70.47,65.29,80.12
30/09/2018,56.05,63.45,65.05,60.41,80.94
30/09/2018,55.7,62.58,63.27,57.87,154.93
30/09/2018,54.27,60.97,61.51,55.13,163.19
30/09/2018,57.31,64.34,65.46,57.67,64.06
30/09/2018,55.17,59.89,60.43,52.16,62.8
30/09/2018,60.75,65.03,65.36,29.54,82.97
30/09/2018,57.42,61.14,61.14,-50.69,172.94
30/09/2018,58.38,62.1,62.36,-43.04,202.66
30/09/2018,61.79,65.99,66.31,-33.1,104.82
30/09/2018,58.58,60.43,60.18,-150.65,57.95
30/09/2018,59.89,62.74,62.49,-52.01,73.41
30/09/2018,57.06,60.05,58.8,-51.24,143.15
30/09/2018,54.78,59.96,57.66,-16.36,137.71
30/09/2018,52.91,59.74,57.08,44.15,104.76
30/09/2018,55.14,62.53,59.34,50.97,76.51
30/09/2018,52.02,60.07,57.18,50.08,108.94
30/09/2018,57.45,65.31,62.71,56.15,113.9
30/09/2018,56.21,62.45,61.88,58.45,130.7
30/09/2018,58.8,63.95,65.3,63.48,140.59
30/09/2018,59.96,64.26,66.63,66.84,140.8
30/09/2018,66.54,70.87,87.49,89.02,117.87
30/09/2018,69.81,72.4,117.6,123.49,80.3
30/09/2018,109.44,113.87,121,125.41,16.55
30/09/2018,111.15,113.71,120.65,123.36,12.48
30/09/2018,107.57,109.83,138.89,140.93,12.49
30/09/2018,88.07,91.12,130.48,131.41,12.49
30/09/2018,71.57,73.62,109.12,107.38,23.81
30/09/2018,78.45,80.56,117.56,113.3,12.49
30/09/2018,68.95,70.87,117.95,112.42,12.49
30/09/2018,62.39,63.91,94.76,89.26,12.47
30/09/2018,61.8,63.94,80.45,76.62,12.47
30/09/2018,60.91,62.94,89.47,82.23,89.83
30/09/2018,60.74,62.02,89.25,82.91,118.04
30/09/2018,59.21,61.5,117.86,103.67,113.49
30/09/2018,57.63,61.72,127.24,112.8,125.92
1/10/2018,56.58,60.85,129.41,117.46,124.04
1/10/2018,55.17,60.34,127.39,116.53,125.41
1/10/2018,55.61,60.76,82.63,75.23,80.9
1/10/2018,54.77,61.06,62.17,56.58,61.29
1/10/2018,51.3,56.94,56.72,50.19,73.1
1/10/2018,50.63,56.21,54.59,46.86,62.98
1/10/2018,57.57,62.09,60.23,50.93,115.86
1/10/2018,55.29,59.5,57.11,47.93,164.55
1/10/2018,54.37,58.31,55.51,46.04,53.54
1/10/2018,57.24,61.1,58.19,48.69,56.26
1/10/2018,53.17,58.55,56.87,47.27,55.02
1/10/2018,54.61,59.95,60.44,50.6,60.62
1/10/2018,59.17,64.68,67.2,56.35,64.45
1/10/2018,52.5,58.54,63.37,53.15,60.58
1/10/2018,43.85,48.34,51.33,42.94,45.65
1/10/2018,50.14,56.02,59.82,44.49,55.31
1/10/2018,57.99,66.34,175.7,-145.86,269.69
1/10/2018,55.83,65.59,82.23,-108.19,45.66
1/10/2018,51.21,60.49,71.66,32.29,73.46
1/10/2018,56.87,66.73,73.39,-41.04,77.22
1/10/2018,57.4,67.79,75.43,59.62,79.28
1/10/2018,55.8,64.58,71.73,61.38,75.55
1/10/2018,53.8,63.21,82,71.7,86.01
1/10/2018,50.68,60.4,239.79,213.02,246.01
1/10/2018,51.26,60.48,183.28,171.87,178.07
1/10/2018,52.19,61.37,103.64,104.97,99.53
1/10/2018,53.56,62.55,92.12,97.85,84.28
1/10/2018,54.41,62.55,116.3,126.17,106.22
1/10/2018,55.11,62.79,150.02,162.14,134.64
1/10/2018,53.34,59.87,95.5,106.76,54.77
1/10/2018,53.9,60.12,129.4,143.88,116.27
1/10/2018,58.37,64.2,117.1,129.66,103.79
1/10/2018,57.18,63.36,142.29,158.31,125
1/10/2018,60.4,66.36,159.24,179.66,124.63
1/10/2018,102.17,109.75,217.41,239.95,165.23
1/10/2018,99.43,106.11,160.73,178.72,127.02
1/10/2018,136.89,150.25,180.97,199.38,167.12
1/10/2018,201.37,223.38,244.99,261.43,227.22
1/10/2018,98.74,107.65,135.95,148.08,126.06
1/10/2018,77.39,82.56,129.79,141,120.01
1/10/2018,70.57,74.14,125.77,134.27,117.12
1/10/2018,64.93,69.06,118.19,123.21,110.14
1/10/2018,63.52,67.83,118.82,122.38,111.5
1/10/2018,63.41,68.78,91.83,94.89,87.38
1/10/2018,70.87,77.68,98.56,101.31,96.64
1/10/2018,65.25,70.78,90.51,92.38,87.42
1/10/2018,62.47,68.21,111.35,110.21,106.68
1/10/2018,60.39,67.67,114.07,116.25,108.42
2/10/2018,60.54,67.83,125.5,124.98,119.79
2/10/2018,54.64,61.3,132.17,129.51,126.24
2/10/2018,56.11,62.78,122.55,123.26,118.05
2/10/2018,59.64,67.47,215.83,220.26,216.23
2/10/2018,63.54,73.58,124.57,129.77,93.26
2/10/2018,60.89,69.84,72.02,74.1,58.77
2/10/2018,61.59,71.75,74.4,74.56,77.84
2/10/2018,51.32,58.23,58.26,57.38,61.13
2/10/2018,57.96,65.8,66.36,62.23,71.76
2/10/2018,63.15,71.06,72.73,68.26,82.66
2/10/2018,61.52,68.83,71.18,67.06,75.04
2/10/2018,59.13,65.02,67,63.4,53.75
2/10/2018,74.4,83.01,87.55,80.07,56.78
2/10/2018,81.04,93.05,100.2,89.08,50.9
2/10/2018,63.28,72.52,108.01,96.75,78.19
2/10/2018,63.18,74.43,179.39,159.33,137.53
2/10/2018,68.13,82.46,230.58,205.67,220.43
2/10/2018,58.29,69.76,284.61,260.15,281.77
2/10/2018,63.8,77.34,274.02,251,269.66
2/10/2018,55.58,67.94,90.89,85.04,86.39
2/10/2018,58.45,67,72.26,64.41,68.59
2/10/2018,55.46,62.78,66.35,55.92,63.44
2/10/2018,65.76,76.72,91.71,73.73,105.7
2/10/2018,61.82,72.32,81.45,69.39,82.96
2/10/2018,52.29,60.25,63.85,45.18,65.87
2/10/2018,54.66,62,64.2,52.21,64.31
2/10/2018,60.39,66.79,70.19,59.82,69.55
2/10/2018,64.72,73.94,80.13,72.14,81.67
2/10/2018,75.73,83.2,89.61,79.08,92.99
2/10/2018,65.33,71.24,74.6,66.98,77.59
2/10/2018,64.01,72.2,75.82,68.35,78.41
2/10/2018,71.49,80.2,85.79,78.28,81.93
2/10/2018,63.73,70.14,73.94,68.58,63.99
2/10/2018,64.93,70.18,73.38,69.9,68.68
2/10/2018,77.82,85.28,88.76,84.49,83.44
2/10/2018,85.3,92.99,98.23,91.79,92.22
2/10/2018,92.75,101.06,105.21,100.6,97.19
2/10/2018,98.42,105.44,107.93,103,100.41
2/10/2018,76.05,80.68,82.92,79.02,78.05
2/10/2018,70.39,73.74,74.62,72.27,69.89
2/10/2018,74.35,78.78,80.4,75.76,75.84
2/10/2018,64.95,67.94,68.71,70.67,65.07
2/10/2018,89.27,96.22,102.33,109.57,109.92
2/10/2018,67.02,71.35,134.26,146.01,115.51
2/10/2018,76.2,80.32,112.59,122.86,89.53
2/10/2018,68.08,72.16,81.79,87.28,57.77
2/10/2018,70.68,77.51,107.81,114.51,91.87
2/10/2018,63.8,69.98,177.13,192.06,174.72
3/10/2018,69.17,74.41,251.03,273.25,244.08
3/10/2018,68.14,73.23,133.56,146.58,125.4
3/10/2018,58.77,62.71,204.84,221.13,198.59
3/10/2018,66.03,72.4,124.67,134.36,115.24
3/10/2018,65.58,71.63,91.03,99.4,93.64
3/10/2018,63.6,67.52,70.68,79.88,72.66
3/10/2018,62.45,66.36,69.7,76.98,71.93
3/10/2018,61.21,64.2,67,74.79,69.26
3/10/2018,58.37,60.38,62.53,69.27,65.04
3/10/2018,60.89,62.23,63.79,69.28,66.09
3/10/2018,64.61,64.71,68.24,75.3,67.18
3/10/2018,65.36,64.55,70.32,77.92,52.52
3/10/2018,73.69,70.61,73.85,80.45,71.65
3/10/2018,74.62,74,78.89,85.08,75.51
3/10/2018,67.83,68.82,79.33,85.9,75.21
3/10/2018,65.54,68.41,97.12,102.44,92.64
3/10/2018,64.9,68.9,138.49,146.5,129.46
3/10/2018,64.81,70.4,177.04,187.15,164.6
