Date,QLD,NSW,VIC,SA,TAS
1/07/2018,63.89,74.62,92.13,151.21,83.82
1/07/2018,56.48,64.91,118.96,153.61,108.22
1/07/2018,53.2,60.8,85.68,139.34,77.28
1/07/2018,55.78,63.62,85.98,131.75,78.28
1/07/2018,54.46,62.12,66.41,112.67,61.2
1/07/2018,53.61,61.29,63.95,93.35,59.26
1/07/2018,53.5,61.63,63.73,82.18,60.22
1/07/2018,53.97,61.84,64.12,82.12,61.17
1/07/2018,56.36,63.62,65.24,78.96,62.88
1/07/2018,53.02,59.85,61.3,74.59,64.51
1/07/2018,51.96,58.14,59.7,71.85,62.81
1/07/2018,52.9,59.36,61.46,73.53,67.28
1/07/2018,54.71,61.22,64.7,76.93,68.13
1/07/2018,58.76,66.27,69.68,82.86,63.19
1/07/2018,54,60.29,62.3,73.24,57.49
1/07/2018,64.08,75.34,78.84,94.07,65.28
1/07/2018,72.24,86.66,89.95,102.98,70.5
1/07/2018,76.54,91.19,93.08,103.99,70.53
1/07/2018,84.87,102.08,105.11,119.14,70.52
1/07/2018,80.12,96.52,102.74,119.75,70.52
1/07/2018,76.72,90.36,97.3,111.58,70.49
1/07/2018,67.42,78.46,84.8,99.13,61.76
1/07/2018,57.63,63.23,67.51,79.2,57.4
1/07/2018,54.48,58.21,61.22,71.92,56.41
1/07/2018,53.77,57.06,60.33,70.45,56.9
1/07/2018,51.7,54.28,56.95,66.28,54.3
1/07/2018,51.09,52.76,54.66,61.76,51.24
1/07/2018,57.18,58.51,61.42,72.32,56.43
1/07/2018,54.72,55.79,58.36,67.24,54.05
1/07/2018,54.44,55.91,58.08,64.88,54.29
1/07/2018,59.84,61.8,64.78,73.26,59.65
1/07/2018,64.29,68.05,72.85,83.59,63.06
1/07/2018,69.14,77.08,82.94,94.87,60.09
1/07/2018,82.12,90.85,93.33,102.18,70.49
1/07/2018,142.28,162.46,163.99,177.11,70.5
1/07/2018,108.53,124.23,123.75,135.31,70.69
1/07/2018,103.83,120.54,123.37,143.21,72.34
1/07/2018,87.93,99.64,103.1,116.25,70.72
1/07/2018,79.6,86,90.01,99.97,70.52
1/07/2018,82.29,88.13,91.32,99.71,70.58
1/07/2018,80.56,86.47,89.73,97.81,70.56
1/07/2018,74.84,81.39,86.36,96.1,70.53
1/07/2018,70.72,77.54,85.93,98.55,70.51
1/07/2018,64.94,71.8,82.34,95.78,70.5
1/07/2018,66.24,72.91,85.64,98.46,74
1/07/2018,62.48,67.5,78.72,91.88,69.52
1/07/2018,62.68,66.88,83.77,91.69,69.66
1/07/2018,59.54,61.95,91.74,101.2,65.24
2/07/2018,57.6,61.04,125.03,139.55,115.33
2/07/2018,52.53,56.74,90.61,102.9,83.3
2/07/2018,55.48,59.85,74.55,83.86,68.2
2/07/2018,52.81,57,64.13,71.1,60.98
2/07/2018,50.59,54.31,56.48,60.35,54.38
2/07/2018,49.65,54.1,54.25,56.01,52
2/07/2018,47.97,52.12,51.3,51.22,56.68
2/07/2018,47.19,51.31,49.54,48.55,58.93
2/07/2018,53.45,57.94,56.26,55.17,70.52
2/07/2018,55.37,59.28,57.91,56.21,70.53
2/07/2018,56.98,59.34,59.39,56.32,70.54
2/07/2018,58.83,60.95,62.49,58.79,60.23
2/07/2018,68.39,72.68,78.43,73.32,73.01
2/07/2018,72.82,80.49,87.87,80.89,73.56
2/07/2018,77.92,85.61,90.97,88.43,42.94
2/07/2018,175.7,202.81,215.64,201.43,161.86
2/07/2018,90.4,112.11,122.05,120.33,97.07
2/07/2018,86.18,101.14,114.43,113.26,94.77
2/07/2018,91.51,105.78,120.2,116.65,100.02
2/07/2018,78.83,88.85,100.16,98.01,64.83
2/07/2018,78.12,86.36,97.33,95.5,71.34
2/07/2018,72.21,80.1,90.14,88.35,74.38
2/07/2018,70.21,78.42,87.7,87.01,75.92
2/07/2018,65.32,71.52,79.59,81.01,71.06
2/07/2018,63.58,69,76.21,80.02,69.48
2/07/2018,61.97,66.3,72.91,75.35,67.46
2/07/2018,56.85,60.03,63.13,64.89,58.26
2/07/2018,60.14,63.46,66.7,68.63,61.37
2/07/2018,63.35,67.36,70.88,73.68,65.2
2/07/2018,64.77,69.39,73.84,79.1,67.97
2/07/2018,66.8,71.15,76.69,83.05,69.66
2/07/2018,80.77,85.25,89.57,93.68,70.52
2/07/2018,73.62,82.37,87.03,90.69,70.52
2/07/2018,81.47,93.65,95.65,94.62,74.96
2/07/2018,89.58,100.24,101.76,104.92,88.31
2/07/2018,104.85,119.56,121.16,120.89,109.78
2/07/2018,89.3,101.11,102.24,103.77,89.6
2/07/2018,86.94,95.04,94.07,93.74,81.6
2/07/2018,83.33,89.9,89.17,87.37,75.11
2/07/2018,87.46,94.69,91.18,89.06,70.67
2/07/2018,81.11,88.82,87,85.32,70.54
2/07/2018,78.8,84.81,84.12,84.38,70.52
2/07/2018,72.99,78.33,80.08,80.38,70.52
2/07/2018,67.69,71.78,74.88,76.34,68.66
2/07/2018,69.61,72,71.58,71.56,65.86
2/07/2018,66.46,66.64,64.46,63.34,60.15
2/07/2018,63.51,63.62,62.78,60.86,58.93
2/07/2018,60.78,61.82,61.45,61.18,58.32
3/07/2018,58.54,60.13,58.67,59.9,57.03
3/07/2018,55.24,56.76,44.04,50.87,54.4
3/07/2018,51.98,53.13,27.95,40.36,53.93
3/07/2018,53.69,54.73,37.61,45.2,32.89
3/07/2018,53.55,54.92,27.94,39.91,38.33
3/07/2018,58.66,61.24,16.16,33.42,33.17
3/07/2018,56.81,59.49,10.5,25.21,27.97
3/07/2018,57.1,59.72,10.5,23.54,27.54
3/07/2018,56.19,57.73,10.5,23.04,26.98
3/07/2018,57.65,58.64,10.78,23.49,27.51
3/07/2018,58.31,58.22,29.27,36.37,39.47
3/07/2018,62.31,61.49,27.51,35.59,35.27
3/07/2018,75.41,73.55,62.93,61.6,59.73
3/07/2018,83.68,83.8,75.52,69.97,54.22
3/07/2018,86,87.21,79.72,70.82,67.42
3/07/2018,91.4,95.01,89.43,79.36,63.77
3/07/2018,86.78,91.91,89.39,78.59,60.74
3/07/2018,84.27,88.99,89.8,81.96,58.25
3/07/2018,82.25,87.84,95.93,90.58,73.33
3/07/2018,71.82,78.07,84.21,78.22,74.51
3/07/2018,61.32,66.18,68.7,61.58,60.71
3/07/2018,58.12,61.58,60.43,55.31,53.29
3/07/2018,56.06,59.37,56.72,53.24,51.72
3/07/2018,53,57.23,56.84,53.2,51.89
3/07/2018,57.92,60.23,59.78,54.06,53.36
3/07/2018,51.37,51.94,48.93,41.36,45.12
3/07/2018,53.33,55.17,54.06,46.48,48.23
3/07/2018,57.26,58.02,56.4,48.96,51.76
3/07/2018,57.41,57.37,55.2,47.98,51.35
3/07/2018,60.62,60.1,59.65,54.03,54.28
3/07/2018,60.57,59.5,58.31,49.89,53.77
3/07/2018,63.78,62.38,61.65,53.26,54.37
3/07/2018,64.94,63.88,64.08,56.68,54.23
3/07/2018,73.28,73.26,71.93,64.86,54.23
3/07/2018,127.77,130.09,120.99,108.26,70.84
3/07/2018,178.6,182.18,162.39,135.2,76.85
3/07/2018,124.36,128.65,114.19,95.23,57.98
3/07/2018,115.58,118.96,103.91,89.52,54.2
3/07/2018,93.57,98.99,89.33,83.57,54.22
3/07/2018,88.56,93.4,85.14,80.71,54.21
3/07/2018,84.18,87.8,81.19,77.07,54.22
3/07/2018,80.32,81.66,76.43,72.4,54.22
3/07/2018,68.35,69.39,65.24,61.39,56.91
3/07/2018,61.74,62.02,59.13,54.63,54.04
3/07/2018,64.7,63.11,41.55,25.7,25.39
3/07/2018,61.49,58.86,31.74,12.14,12.76
3/07/2018,59.14,57.55,24.11,22.17,23.76
3/07/2018,57.29,56.91,36.06,38.17,38.59
4/07/2018,51.38,52.64,43.36,261.94,38.67
4/07/2018,50.83,53.5,42.88,49.96,46.33
4/07/2018,54.79,58.33,12.05,34.64,34.01
4/07/2018,59.47,63.96,10.5,32.24,53.37
4/07/2018,56.7,58.57,19.85,17.62,17.59
4/07/2018,48.68,51.12,22.97,15.41,19.48
4/07/2018,53.06,54.57,18.82,16.44,46.17
4/07/2018,47.1,48.63,11.1,19.75,54.21
4/07/2018,55.1,55.41,10.5,22.42,42.63
4/07/2018,54.31,53.64,10.5,21.95,33.68
4/07/2018,55.11,54.75,12.17,23.8,63.6
4/07/2018,60.17,58.91,13.88,21.6,45.79
4/07/2018,61.53,63.39,56.44,54.6,54.97
4/07/2018,64.26,67.03,64.57,64.84,59.17
4/07/2018,78.22,82.34,78.71,80.51,71.57
4/07/2018,92.63,98.87,93,92.92,85.16
4/07/2018,79.7,87.17,85.33,82.75,76.76
4/07/2018,62.29,67.53,68.75,70.1,61.63
4/07/2018,59.56,63.28,65.19,65.83,41.09
4/07/2018,51.71,54.58,55.48,55.12,37.45
4/07/2018,54.82,57,55.01,52.34,14.01
4/07/2018,54.78,56.14,53.25,49,9.39
4/07/2018,53.68,55.3,53.25,48.83,48.74
4/07/2018,52.5,54.42,53.28,53.07,37.31
4/07/2018,50.29,52.26,51.63,52.5,25.76
4/07/2018,49.53,52.09,50.8,50.85,6.15
4/07/2018,50.18,53.02,51.36,48.99,39.62
4/07/2018,50.9,52.93,51.43,50.31,45.57
4/07/2018,53.61,54.38,45.76,40.83,39.07
4/07/2018,58.56,57.97,56.9,55.81,54.33
4/07/2018,54.04,53.1,52.59,51.4,50.15
4/07/2018,53.38,51.93,51.59,51.29,48.05
4/07/2018,60.37,60.06,61.54,64.5,56.64
4/07/2018,62.92,64.08,66.29,71.63,54.61
4/07/2018,99.9,103.41,105.69,115.76,71.61
4/07/2018,108.36,113.86,113,116.96,62.04
4/07/2018,92.85,97.91,96.38,99.53,38.25
4/07/2018,92.69,97.45,96.66,99.66,38.25
4/07/2018,78.46,81.84,82.25,85.05,58.21
4/07/2018,77.08,80.35,80.74,87.63,26.79
4/07/2018,69.99,73.2,74.77,83.32,-0.65
4/07/2018,61.57,64.64,66.07,72.7,-0.66
4/07/2018,61.52,62.86,64.24,70.37,54.23
4/07/2018,56.23,56.05,56.75,61.18,51.54
4/07/2018,60.19,59.13,57.91,60.79,53.01
4/07/2018,56.61,54.76,52.71,55.01,48.15
4/07/2018,60.11,60.28,59.34,61.96,53.8
4/07/2018,59.26,60.76,61.26,67.48,51.33
5/07/2018,51.59,53.63,52.1,55.58,-0.68
5/07/2018,50.93,54.05,29.29,42.73,33.16
5/07/2018,54.22,55.47,10.98,32.31,26.71
5/07/2018,53.75,54.05,10.5,30.81,25.67
5/07/2018,54.03,54.5,10.5,26.77,25.16
5/07/2018,53.97,55.12,10.5,22.47,27.85
5/07/2018,40.5,41.14,10.19,18.19,19.84
5/07/2018,52.91,53.69,15.63,-10.45,-3.68
5/07/2018,51.45,51.72,23.48,8.69,9.56
5/07/2018,55.64,54.84,16.09,17.16,18.9
5/07/2018,47.35,46.38,10.5,19.57,21.63
5/07/2018,54.57,53.99,19.26,16.29,17.24
5/07/2018,56.89,56.08,34.13,32.6,31.36
5/07/2018,64.4,65.62,62.35,62.42,58
5/07/2018,73.2,76.78,74.14,75.96,58.54
5/07/2018,82.11,87.02,85.05,87.74,57.16
5/07/2018,69.72,74.04,74.12,78.6,57.54
5/07/2018,60.41,63.18,65.41,70.02,54.23
5/07/2018,63.58,67.34,72.03,74.43,59.77
5/07/2018,52.6,54.76,58.1,59.74,50.28
5/07/2018,49.49,51.96,53.61,54.78,49.03
5/07/2018,59.15,60.03,61.65,62.99,55.07
5/07/2018,55.74,55.71,56.78,58.21,51.91
5/07/2018,45.04,44.74,45.55,46.5,42.16
5/07/2018,43.62,43.45,44.48,45.38,41.46
5/07/2018,57.23,54.95,54.95,56.97,50.32
5/07/2018,60.66,58.67,59.13,61.81,54.61
5/07/2018,51.12,50.53,50.18,52.82,46.06
5/07/2018,50.2,50.99,51.39,54.88,48.14
5/07/2018,54.29,55.52,55.3,59.09,51.42
5/07/2018,58.29,59.63,59.84,64.28,55.37
5/07/2018,59.36,57.91,59.45,63.83,54.72
5/07/2018,62.68,61.61,63.03,67.83,57.16
5/07/2018,64.41,62.76,64.68,69.93,55.05
5/07/2018,76.01,74.82,76.19,82.25,61.24
5/07/2018,89.05,89.43,89.89,95.81,61.19
5/07/2018,86.96,86.55,86.22,96.43,46.18
5/07/2018,77.12,75.52,75.12,88.07,40.89
5/07/2018,74.62,73.01,73.96,87.08,28.74
5/07/2018,71.02,68.21,68.57,83.9,53.87
5/07/2018,74.31,70.01,70.54,82.53,61.76
5/07/2018,66.06,63.94,64.46,73.81,59
5/07/2018,63.53,62.17,63.27,70.72,58.32
5/07/2018,51.94,50.78,50.79,55.67,47.18
5/07/2018,59.51,56.27,36.53,47.93,38.89
5/07/2018,60.44,53.74,10.84,34.5,26.15
5/07/2018,57.79,55.28,44.49,51.02,33.13
5/07/2018,57.31,56.96,55.81,61.68,28.72
6/07/2018,50.87,51.34,29.34,42.27,27.58
6/07/2018,52.63,53.89,11.46,32.37,26.28
6/07/2018,51.29,53.34,19.41,35.9,30.03
6/07/2018,51.6,53.99,27.5,12.02,9.62
6/07/2018,50.53,53.13,23.56,24.07,23.1
6/07/2018,46.27,48.92,22.37,17.79,17.46
6/07/2018,41.28,44.02,20.73,6.25,8.12
6/07/2018,45.49,48.51,24.62,10.54,9.86
6/07/2018,50.09,52.52,15.7,17.65,18.61
6/07/2018,52.64,54.29,18.69,15.23,15.8
6/07/2018,53.17,53.55,32.66,30.4,32.86
6/07/2018,54.61,54.4,39.45,36.58,44.67
6/07/2018,59.54,59.05,53.48,53.01,54.45
6/07/2018,62.23,63.24,57.83,57.43,51.66
6/07/2018,62.34,62.99,61.48,65.44,56.2
6/07/2018,62.92,63.5,65,69.39,57.38
6/07/2018,60.62,61.84,65,70.82,57.74
6/07/2018,59.69,60.39,65,70.56,54.2
6/07/2018,59.63,60.6,66.47,71.33,54.2
6/07/2018,59.52,60.7,67.39,73.27,56.04
6/07/2018,57.25,57.49,62.6,66.14,57.9
6/07/2018,54.54,54.52,57.42,59.31,53.69
6/07/2018,53.32,53.28,53.65,54.28,50.77
6/07/2018,53.42,53.35,51.96,52.07,53.11
6/07/2018,54.57,54.36,51.98,50.64,54.2
6/07/2018,53.6,53.82,51.55,50.99,54.2
6/07/2018,53.03,53.35,51.57,51.07,52.72
6/07/2018,54.81,55.24,53.27,52.89,51.52
6/07/2018,53.84,54,52.24,52.08,54.2
6/07/2018,53.73,53.82,52.26,51.48,54.2
6/07/2018,55.55,54.55,53.22,53.18,54.2
6/07/2018,59.07,57.23,56.53,57.65,56.48
6/07/2018,60.62,59.63,60.66,63.08,58.31
6/07/2018,58.82,57.74,59.67,62.63,55.59
6/07/2018,66.05,66.32,68.46,75.34,61.27
6/07/2018,84.01,84.86,86.35,92.5,57.34
6/07/2018,78.67,79.91,82.59,90.84,54.21
6/07/2018,67.04,67.79,71.15,79.69,54.21
6/07/2018,61.3,62.09,65,70.61,54.21
6/07/2018,60.43,61.29,64.54,69.06,54.21
6/07/2018,57.27,57.31,59.47,63.1,44.26
6/07/2018,55.45,54.61,56.14,59.79,33.9
6/07/2018,54.3,53.3,54.06,59.13,28.72
6/07/2018,53.08,53.36,53.43,59.25,28.75
6/07/2018,58.23,58.13,57.05,62.17,53.26
6/07/2018,58.54,57.45,55,59.66,51.43
6/07/2018,54.17,54.08,52.07,55.21,48.47
6/07/2018,57.31,59.24,57.66,63.59,52.43
7/07/2018,49.05,50.45,20.55,48.51,30.09
7/07/2018,47.82,50.27,10.5,30.3,24.33
7/07/2018,49.19,51.93,13.68,26.66,21.72
7/07/2018,47.99,51.2,13.32,20.24,20.35
7/07/2018,49.24,52.72,21.23,14.63,14.05
7/07/2018,43.1,46.39,10.69,15.69,17.18
7/07/2018,40.78,43.75,12.44,10.98,14.26
7/07/2018,44.51,48.01,7.87,18.38,95.15
7/07/2018,39.97,43.52,11.91,4.61,80.63
7/07/2018,44.7,48.08,19.5,1.17,27.74
7/07/2018,43.55,46.63,23.26,9.36,104.68
7/07/2018,51.74,54.94,24.27,5.06,21.75
7/07/2018,55.45,57.79,28.18,10.14,11.52
7/07/2018,45.19,46.43,23.75,12.82,19.33
7/07/2018,51.89,53.36,15.9,19.15,121.45
7/07/2018,57.64,59.58,10.25,30.15,49.89
7/07/2018,59.25,61.22,33.29,42.22,40.76
7/07/2018,59.73,62.11,56.75,54.3,54.2
7/07/2018,60.25,62.75,59.6,57.28,56.59
7/07/2018,57.61,58.74,54.92,52.25,54.59
7/07/2018,58.25,59.35,56.03,52.72,54.24
7/07/2018,55.47,56.58,54.36,-123.75,53.86
7/07/2018,44.78,45,38.33,32.34,38.39
7/07/2018,45.63,45.99,33.28,29.37,40.78
7/07/2018,50.66,51.44,33.16,24.91,41.15
7/07/2018,46.34,46.38,24.1,8.91,14.34
7/07/2018,50.9,50.45,25.84,10.02,9.83
7/07/2018,49.83,49.62,26.58,13.17,12.1
7/07/2018,52.62,53.18,26.18,24.53,33.23
7/07/2018,52.71,53.5,39.45,40.01,43.5
7/07/2018,54.42,54.44,46.16,41.37,44.09
7/07/2018,60.35,60.63,58.71,57.31,185.8
7/07/2018,60.07,61.3,61.09,61.02,60.78
7/07/2018,69.09,70.21,69.84,71.84,67.65
7/07/2018,89.69,91.54,90.36,94.46,82
7/07/2018,104.05,107.37,103.46,105.78,71.31
7/07/2018,93.57,96.81,95.33,100.27,63.2
7/07/2018,83.5,85.78,85.89,91.63,62.49
7/07/2018,65.9,66.24,66.5,85,56.86
7/07/2018,64.27,64.41,64.4,85.97,59.02
7/07/2018,62.66,62.95,63.23,85,58.16
7/07/2018,60.16,60.95,61.44,82.15,56.64
7/07/2018,58.67,59.54,59.87,78.33,55.47
7/07/2018,55.65,56.89,56.94,121.58,53.02
7/07/2018,60.74,61.59,60.45,97.26,56.89
7/07/2018,56.32,55.71,53.84,78.95,50.95
7/07/2018,58.85,59.55,58.99,77.28,55.38
7/07/2018,53.04,54.43,54.22,143.28,50.92
8/07/2018,54.73,56.17,42.88,64.63,43.86
8/07/2018,47.2,49.46,25.24,67.49,37.75
8/07/2018,49.61,52.18,11.4,49.12,32.08
8/07/2018,44.79,47.26,22.24,22.79,54.58
8/07/2018,35.48,36.57,19.9,20.51,51.84
8/07/2018,36.39,36.79,20.46,17.92,148.89
8/07/2018,45.31,46.03,20.33,17.54,84.64
8/07/2018,47.76,48.75,23.93,11.05,163.41
8/07/2018,49.47,50.05,23.93,6.91,41.95
8/07/2018,37.61,39.42,19.63,12.3,14.98
8/07/2018,46.21,48.58,13.11,-0.59,28.99
8/07/2018,46.79,48.75,19.99,25.03,51.14
8/07/2018,49.98,51.02,23.45,34.67,55
8/07/2018,47.25,48.01,25.18,24.03,58.6
8/07/2018,52.02,52.85,23.48,30.77,11.37
8/07/2018,56.91,58.72,14.43,56.87,31.98
8/07/2018,53.73,55.89,12.02,77.3,47.15
8/07/2018,53.93,56.61,25.49,115,82.55
8/07/2018,50.83,54.05,48.73,126,163.65
8/07/2018,48.42,51.73,49.51,151.45,53.51
8/07/2018,45.05,49.51,47.18,80.46,51.22
8/07/2018,39.51,45.09,41.99,46.85,58.79
8/07/2018,42.85,49.49,40.36,41.38,129.51
8/07/2018,33.87,39.67,14.56,23.74,56.65
8/07/2018,29.37,34.7,11.3,25.43,48.17
8/07/2018,31.57,37.19,12.65,28,110.82
8/07/2018,31.01,36.36,16.22,25.73,32.64
8/07/2018,32.14,37.32,12.32,28.83,48.8
8/07/2018,32.08,37.15,14.64,26.5,44.98
8/07/2018,32.93,37.75,23.69,30.67,56.93
8/07/2018,41.58,46,43.14,45.07,98.95
8/07/2018,50.42,53.6,50.88,56.8,59.63
8/07/2018,58.36,61.98,59.99,73.34,68.19
8/07/2018,71.4,74.22,72.25,77.91,69.42
8/07/2018,94.84,98.59,92.9,101.89,87.7
8/07/2018,156.23,162.09,150.8,162.18,66.2
8/07/2018,142.24,148.86,137.41,150.17,61.66
8/07/2018,115.88,120.73,111.89,124.51,60.18
8/07/2018,91.24,96.54,94.13,105.47,59.52
8/07/2018,81.52,85.22,83.67,95.28,59.52
8/07/2018,81.35,82.17,80.78,90.04,59.03
8/07/2018,73.94,75.31,76.66,93.75,62.76
8/07/2018,62.82,63.9,66.8,85,61.73
8/07/2018,60.28,61.41,64.77,85,60.77
8/07/2018,58.53,59.34,61.05,85,56.52
8/07/2018,52.5,51.58,52.5,85,48.54
8/07/2018,53.64,52.87,55.19,85,51.08
8/07/2018,50.41,50.66,53.71,135.34,49.75
9/07/2018,50.22,51.82,59.19,101.84,65.85
9/07/2018,48.39,51.01,76.18,103.35,74.18
9/07/2018,51.48,54.91,58.72,102.49,57.14
9/07/2018,48.12,51.08,51.95,115,35.49
9/07/2018,45.76,48.75,48.69,115,18.53
9/07/2018,44.72,48,47.24,116.13,13.89
9/07/2018,46.4,49.81,48.77,120.5,32.47
9/07/2018,45.41,48.75,47.36,98.01,12.16
9/07/2018,50.03,52.79,46.32,148,11.14
9/07/2018,52.5,53.75,53.22,143.66,36.69
9/07/2018,58.2,58.94,59.29,117.66,49.07
9/07/2018,57.48,56.63,58.87,76.03,52.82
9/07/2018,62.08,60.9,63.36,73.72,60.08
9/07/2018,78.41,80.53,86.91,110.22,59.14
9/07/2018,75.59,76.23,78.49,96.48,60.93
9/07/2018,88.25,89.9,91.71,103.06,78.2
9/07/2018,86.22,89.97,92.39,101.77,78.68
9/07/2018,71.98,77.36,83.15,613.91,73.05
9/07/2018,59.31,64.83,71.64,1252.78,65.48
9/07/2018,56.18,61.93,69.08,1200,63.8
9/07/2018,54.72,60.32,66.5,2424.16,61.87
9/07/2018,52.43,58.26,65.57,2557.54,61.62
9/07/2018,48.46,54.36,62.24,1949.21,58.01
9/07/2018,47.63,53.64,62.55,4063.98,58.84
9/07/2018,48.13,54.22,62.47,8823.81,59.42
9/07/2018,47.63,54.05,60.2,919.53,58.86
9/07/2018,49.44,55.5,62.26,1750.41,62.89
9/07/2018,49.79,55.12,62.91,945,59.67
9/07/2018,51.61,56.01,66.74,889.4,63.68
9/07/2018,53.35,57.43,65.42,1275.5,63.51
9/07/2018,54.6,58.44,65.5,661.35,64.62
9/07/2018,57.99,62.05,72.71,198.97,70.76
9/07/2018,62.06,67.19,72.93,191.59,69.73
9/07/2018,71.73,76.68,78.81,207.2,66.47
9/07/2018,104.24,112.3,114.04,137.37,100.49
9/07/2018,171.35,192.97,195.36,230.85,172.33
9/07/2018,140.06,155.9,155.49,194.58,136.62
9/07/2018,151.03,166.74,164.69,216.67,144.91
9/07/2018,92.7,100,97.05,131.83,82.99
9/07/2018,101.08,104.92,101.26,134.78,88.06
9/07/2018,107.01,117.17,113.39,147.94,91.9
9/07/2018,83.35,91.92,92.48,115.48,68.38
9/07/2018,76.8,83.67,86.11,108.35,75.88
9/07/2018,65.84,69.58,72.82,96.25,66.6
9/07/2018,93.72,95.2,98.52,107.21,87.26
9/07/2018,74.9,76.4,81.57,99.74,72.12
9/07/2018,65.34,68.62,74.64,74.4,65.75
9/07/2018,72.39,78.31,85.91,114.16,64.47
10/07/2018,58.53,63.12,69.47,108.03,64.8
10/07/2018,56.4,60.79,66,101.78,62.72
10/07/2018,54.53,58.92,62.6,81.19,59.81
10/07/2018,57.84,62.68,64.45,80.26,61.7
10/07/2018,57.6,62.15,62.4,78.69,59.69
10/07/2018,56.47,61.06,60.62,78.46,58.19
10/07/2018,50.25,55,54.19,68.41,54.12
10/07/2018,50.76,55.87,54.86,70.42,54.87
10/07/2018,51.16,56.16,55.36,67.83,56.15
10/07/2018,52.25,55.46,55.2,72.03,58.87
10/07/2018,60.18,62.53,64.09,78.69,99.14
10/07/2018,61.77,63.01,66.18,78.86,63.2
10/07/2018,78.51,81.93,86.65,135.01,66.93
10/07/2018,148.52,165.56,175.56,1006.05,110.71
10/07/2018,74.28,84.01,85.68,4928.64,28.75
10/07/2018,89.36,103.42,104.67,171.11,47.58
10/07/2018,87.83,103.66,107,247.97,62.44
10/07/2018,79.33,91.6,95.57,145.5,66.04
10/07/2018,79.23,93.45,104.5,145.5,76.97
10/07/2018,60.24,71.5,115.91,119.06,105.64
10/07/2018,64.72,77.09,92.05,96.05,81.24
10/07/2018,61.45,72.48,83.66,83.09,58.5
10/07/2018,50.73,59.31,80.43,84.36,72
10/07/2018,52.11,60.46,75.61,78.69,64.85
10/07/2018,51.31,58.08,72.48,78.69,63.49
10/07/2018,48.27,53.74,68.78,78.69,63.34
10/07/2018,48.81,54.13,63.55,78.69,58.27
10/07/2018,48.21,52.55,59.81,68.49,54.5
10/07/2018,51.23,54.64,61.89,74.53,56.51
10/07/2018,54.88,59.16,64.44,75.83,58.14
10/07/2018,56.21,60.82,64.95,72.83,52.36
10/07/2018,63.66,68.62,72.22,80.81,54.21
10/07/2018,66.27,72.54,80.57,150.25,57.18
10/07/2018,71.91,79.33,87.41,169.48,57.18
10/07/2018,97.25,106.91,109.13,112.54,75.79
10/07/2018,203.55,221.7,217.58,262.39,119.14
10/07/2018,213.02,232.83,228.66,294.66,63.2
10/07/2018,141.63,152.52,149.06,312.73,63.2
10/07/2018,100.24,107.19,103.91,299.21,63.19
10/07/2018,194.78,212.42,205.39,421.2,71.91
10/07/2018,129.71,142.22,136.57,183.22,63.19
10/07/2018,82.97,89.02,86.25,203.02,63.17
10/07/2018,85.8,91.2,89.76,270.51,63.2
10/07/2018,78.63,84.03,85.59,237.81,62.77
10/07/2018,84.65,91.12,93,161.07,85.04
10/07/2018,66.37,70.67,72.1,191.35,65.39
10/07/2018,62.28,67.12,69.49,115,60.47
10/07/2018,59.66,65.82,68.01,269.6,62.37
11/07/2018,56.74,61.22,62.23,114.75,56.61
11/07/2018,54.36,59.4,53.32,119.63,51.74
11/07/2018,56.02,62.38,62.17,114.08,84.79
11/07/2018,57.3,62.83,62.43,115,36.96
11/07/2018,57.5,63.01,55.47,115,59.11
11/07/2018,57.47,62.92,34.36,102.9,42.47
11/07/2018,57.65,62.92,25.74,82.2,36.56
11/07/2018,56.13,61.14,15.11,78.69,32.16
11/07/2018,56.48,61.23,24.37,78.69,38.26
11/07/2018,55.99,59.16,56.2,79.46,58.89
11/07/2018,61.08,63.01,62.91,92.72,66.05
11/07/2018,62.03,63.77,65.01,84.35,67.33
11/07/2018,75.24,80.11,81.5,94.03,50.6
11/07/2018,130.71,146.02,144.32,136,58.48
11/07/2018,88.15,94.29,89.13,88.84,60.18
11/07/2018,119.49,130.68,126.94,118.23,63.18
11/07/2018,97.58,110.17,112.67,103.39,61.68
11/07/2018,72.15,83.16,89.51,83.15,63.15
11/07/2018,68.01,79.31,85.13,81.24,63.04
11/07/2018,66.51,77.12,84.2,90.16,63.2
11/07/2018,59.78,69.02,77.24,108.81,62.51
11/07/2018,52.83,59.67,66.37,89.51,58.62
11/07/2018,52.05,58.13,65,73.26,59.21
11/07/2018,53.2,58.07,65,65.59,59.64
11/07/2018,53.73,57.99,65,65.84,59.26
11/07/2018,54.32,58.01,65,60.8,57.47
11/07/2018,55.16,58.14,65,59.12,56
11/07/2018,55.07,58.15,65,55.93,54.86
11/07/2018,56.31,59.09,65.75,53.53,60
11/07/2018,59.51,62.44,74.42,72.78,65.09
11/07/2018,59.73,62.56,83.43,82.9,63.21
11/07/2018,61.65,64.97,97.61,95.22,63.21
11/07/2018,75.2,79.06,87.26,84.1,61.37
11/07/2018,85.41,89.91,91.83,86.39,60.19
11/07/2018,119.99,132.9,133.55,126.92,63.06
11/07/2018,93.25,105.32,106.78,105.41,64.56
11/07/2018,89.45,101.91,102.15,104.35,64.26
11/07/2018,95.12,105.01,105.21,130.93,64.92
11/07/2018,89.45,97.85,97.37,120.67,64.38
11/07/2018,88.54,98.08,97.24,115,64.52
11/07/2018,106.52,117.21,113.89,123.4,65.77
